Company,TypeName,Inches,CPU_Company,CPU_Frequency (GHz),RAM (GB),GPU_Company,OpSys,Weight (kg),screen_x_size,screen_y_size,Touch_screen,IPS,Full_HD,4k_Ultra_HD,Quad_HD,Screen_Resolution_NA,Price,SSD,HDD,Flash_Storage
Dell,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.65,3840,2160,0,1,0,0,0,0,1845.0,1,1,0
Lenovo,Notebook,15.6,Intel,2.3,4,Intel,Windows 10,2.1,1366,768,0,0,0,0,0,1,493.0,1,0,0
Acer,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,2.23,1920,1080,0,0,1,0,0,0,742.0,0,1,0
Lenovo,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,3.2,1920,1080,0,1,0,0,0,0,1749.0,1,1,0
Dell,Workstation,15.6,Intel,3.0,16,Nvidia,Windows 10,2.8,3840,2160,0,0,0,1,0,0,3055.0,1,1,0
Lenovo,Gaming,15.6,Intel,2.8,16,Nvidia,No OS,2.4,1920,1080,0,0,1,0,0,0,1398.0,1,0,0
Dell,Notebook,15.6,Intel,2.4,6,Intel,Windows 10,2.3,1366,768,1,0,0,0,0,0,439.0,0,1,0
Dell,Ultrabook,13.3,Intel,1.8,8,Intel,Windows 10,1.21,3840,2160,1,1,0,0,0,0,1949.0,1,0,0
Dell,Ultrabook,13.3,Intel,1.8,8,Intel,Windows 10,1.2,1920,1080,0,0,1,0,0,0,1449.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,597.0,1,0,0
Acer,Notebook,15.6,Intel,2.8,8,Nvidia,Linux,2.4,1920,1080,0,0,1,0,0,0,779.0,0,1,0
Asus,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.9,1920,1080,0,0,1,0,0,0,1407.0,1,1,0
HP,Notebook,15.6,Intel,2.0,4,Intel,No OS,2.1,1920,1080,0,0,1,0,0,0,349.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.5,8,Intel,No OS,2.2,1920,1080,0,0,1,0,0,0,549.0,1,0,0
Huawei,Ultrabook,13.0,Intel,2.7,8,Intel,Windows 10,1.05,2160,1440,0,1,0,0,0,0,1499.0,1,0,0
Dell,Ultrabook,13.3,Intel,1.8,8,AMD,Windows 10,1.4,1920,1080,0,1,0,0,0,0,931.88,1,0,0
Lenovo,Notebook,17.3,Intel,2.5,8,Nvidia,No OS,2.8,1600,900,0,0,0,0,0,1,589.0,0,1,0
HP,Notebook,14.0,Intel,1.8,8,Nvidia,Windows 10,1.63,1920,1080,0,0,1,0,0,0,1031.0,1,0,0
Dell,Ultrabook,14.0,Intel,1.6,8,Intel,Windows 10,1.6,1920,1080,0,0,1,0,0,0,1149.0,1,0,0
Dell,2 in 1 Convertible,13.3,Intel,1.8,16,Intel,Windows 10,1.62,1920,1080,1,0,0,0,0,0,1279.0,1,0,0
Dell,Notebook,15.6,Intel,1.6,8,AMD,Linux,2.2,1920,1080,0,0,1,0,0,0,677.35,1,0,0
Lenovo,2 in 1 Convertible,14.0,Intel,1.6,8,Intel,Windows 10,1.74,1920,1080,0,1,0,0,0,0,899.0,1,0,0
Toshiba,Ultrabook,13.3,Intel,2.5,8,Intel,Windows 10,1.2,1920,1080,0,0,1,0,0,0,1363.0,1,0,0
HP,Notebook,15.6,Intel,1.6,8,Intel,Windows 10,2.1,1920,1080,0,0,1,0,0,0,794.0,0,1,0
Dell,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,4.42,1920,1080,0,1,0,0,0,0,2456.34,1,1,0
Acer,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,832.0,1,0,0
Dell,Notebook,15.6,Intel,2.7,16,AMD,Windows 10,2.3,1920,1080,1,0,0,0,0,0,859.01,0,1,0
Asus,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.0,1920,1080,0,0,1,0,0,0,769.0,1,0,0
Asus,Notebook,17.3,Intel,2.5,8,Nvidia,Windows 10,2.69,1920,1080,0,0,1,0,0,0,891.0,1,1,0
HP,Notebook,15.6,Intel,2.7,8,AMD,Windows 10,1.9,1920,1080,0,0,1,0,0,0,1269.0,0,1,0
Asus,Notebook,15.6,Intel,2.4,4,Intel,Windows 10,2.37,1366,768,0,0,0,0,0,1,398.99,0,1,0
HP,Notebook,15.6,AMD,1.5,4,AMD,Windows 10,2.1,1366,768,0,0,0,0,0,1,330.0,0,1,0
Lenovo,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,3.2,1920,1080,0,1,0,0,0,0,1499.0,1,1,0
Dell,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.6,1920,1080,0,0,1,0,0,0,859.0,1,0,0
Acer,2 in 1 Convertible,13.3,Intel,2.3,8,Intel,Windows 10,1.6,1920,1080,1,1,0,0,0,0,689.0,1,0,0
Dell,Notebook,15.6,Intel,2.7,16,AMD,Linux,2.36,1920,1080,0,0,1,0,0,0,899.0,1,0,0
Acer,Notebook,15.6,Intel,2.0,4,Intel,Linux,2.1,1366,768,0,0,0,0,0,1,390.0,0,1,0
Asus,Notebook,15.6,AMD,2.5,4,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,575.0,1,1,0
Asus,Gaming,17.3,Intel,2.9,32,Nvidia,Windows 10,4.7,1920,1080,0,0,1,0,0,0,3890.0,1,1,0
Acer,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.5,1920,1080,0,1,0,0,0,0,846.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.0,8,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,589.0,1,0,0
Asus,Notebook,17.3,Intel,1.8,8,Nvidia,Windows 10,2.1,1920,1080,0,0,1,0,0,0,1145.0,1,1,0
Asus,Notebook,17.3,Intel,2.7,8,Nvidia,No OS,2.69,1920,1080,0,0,1,0,0,0,889.0,1,1,0
Dell,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.56,1920,1080,0,0,1,0,0,0,879.0,1,0,0
Lenovo,2 in 1 Convertible,13.9,Intel,2.7,8,Intel,Windows 10,1.38,1920,1080,1,1,0,0,0,0,1079.0,1,0,0
Dell,Notebook,15.6,Intel,1.8,8,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,985.0,1,1,0
HP,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.04,1366,768,1,0,0,0,0,0,559.0,0,1,0
Asus,Gaming,17.3,Intel,2.9,16,Nvidia,Windows 10,3.6,1920,1080,0,0,1,0,0,0,2999.0,1,0,0
HP,Notebook,13.3,Intel,1.6,4,Intel,Windows 10,1.49,1920,1080,0,1,0,0,0,0,675.0,0,1,0
Apple,Ultrabook,13.3,Intel,3.1,8,Intel,macOS,1.37,2560,1600,0,1,0,0,0,0,2040.0,1,0,0
Dell,2 in 1 Convertible,15.6,Intel,1.8,8,Intel,Windows 10,2.08,1920,1080,1,1,0,0,0,0,819.0,0,1,0
Asus,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,4.3,1920,1080,0,0,1,0,0,0,1799.0,1,1,0
Asus,Notebook,15.6,AMD,3.0,4,AMD,Windows 10,1.68,1366,768,0,0,0,0,0,1,469.0,0,1,0
Lenovo,2 in 1 Convertible,13.9,Intel,1.8,8,Intel,Windows 10,1.37,1920,1080,1,1,0,0,0,0,1849.0,1,0,0
Acer,Notebook,17.3,Intel,2.7,4,Nvidia,Windows 10,3.0,1920,1080,0,1,0,0,0,0,702.0,1,0,0
Dell,Ultrabook,13.3,Intel,1.6,8,Intel,Windows 10,1.41,1920,1080,0,0,1,0,0,0,949.0,1,0,0
HP,Notebook,15.6,AMD,2.5,8,AMD,Windows 10,1.91,1366,768,0,0,0,0,0,1,445.9,1,0,0
HP,Notebook,17.3,Intel,1.8,16,Nvidia,Windows 10,2.9,1920,1080,0,1,0,0,0,0,1059.0,0,1,0
MSI,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,4.14,1920,1080,0,0,1,0,0,0,2499.0,1,1,0
Lenovo,2 in 1 Convertible,15.6,Intel,2.8,8,Nvidia,Windows 10,2.0,1920,1080,1,1,0,0,0,0,1699.0,1,0,0
Dell,Notebook,17.3,Intel,1.8,8,AMD,Windows 10,2.8,1920,1080,0,0,1,0,0,0,1142.0,1,1,0
Lenovo,Notebook,15.6,Intel,2.0,4,Intel,No OS,2.2,1920,1080,0,0,1,0,0,0,444.0,1,0,0
HP,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,2.1,1920,1080,0,1,0,0,0,0,722.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,4,Intel,Windows 10,2.18,1920,1080,0,0,1,0,0,0,657.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,8,AMD,Windows 10,2.24,1920,1080,0,0,1,0,0,0,565.0,0,1,0
Dell,2 in 1 Convertible,15.6,Intel,1.6,8,Intel,Windows 10,2.67,1920,1080,1,0,0,0,0,0,799.0,1,0,0
Asus,2 in 1 Convertible,13.3,Intel,1.8,8,Intel,Windows 10,1.1,1920,1080,1,0,0,0,0,0,1499.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,4,Intel,No OS,2.2,1920,1080,0,0,1,0,0,0,467.0,0,1,0
HP,Notebook,17.3,Intel,1.8,8,Nvidia,Windows 10,2.5,1920,1080,0,0,1,0,0,0,1018.0,0,1,0
Lenovo,Notebook,15.6,Intel,1.8,8,Intel,Windows 10,2.05,1920,1080,0,0,1,0,0,0,880.0,1,0,0
Apple,Ultrabook,13.3,Intel,2.9,8,Intel,macOS,1.37,2560,1600,0,1,0,0,0,0,1958.9,1,0,0
Asus,Gaming,17.3,AMD,3.0,16,AMD,Windows 10,3.2,1920,1080,0,0,1,0,0,0,1549.0,1,1,0
Dell,Notebook,15.6,Intel,1.8,8,AMD,Linux,2.14,1920,1080,0,0,1,0,0,0,735.07,1,0,0
Lenovo,2 in 1 Convertible,14.0,Intel,2.6,16,Intel,Windows 10,1.36,2560,1440,1,0,0,0,0,0,2499.0,1,0,0
Toshiba,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.2,1366,768,0,0,0,0,0,1,812.0,0,1,0
Dell,Notebook,15.6,Intel,2.7,12,Intel,Windows 10,2.3,1366,768,0,0,0,0,0,1,713.07,0,1,0
Dell,Notebook,17.3,Intel,1.8,8,AMD,Linux,2.8,1920,1080,0,0,1,0,0,0,1099.0,1,1,0
Acer,Notebook,15.6,Intel,1.8,8,Nvidia,Windows 10,2.2,1920,1080,0,1,0,0,0,0,745.0,0,1,0
Lenovo,Notebook,17.3,Intel,2.0,4,Intel,Windows 10,2.8,1600,900,0,0,0,0,0,1,489.0,0,1,0
Lenovo,Notebook,17.3,Intel,1.8,8,Nvidia,No OS,2.8,1920,1080,0,0,1,0,0,0,849.0,0,1,0
Lenovo,Notebook,17.3,Intel,2.7,6,Nvidia,Windows 10,2.8,1600,900,0,0,0,0,0,1,859.0,1,1,0
Dell,Notebook,15.6,Intel,2.0,4,AMD,Linux,2.25,1920,1080,0,0,1,0,0,0,428.0,0,1,0
Lenovo,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.5,1920,1080,0,1,0,0,0,0,829.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,6,Intel,Windows 10,2.2,1920,1080,0,0,1,0,0,0,579.0,1,0,0
Acer,Notebook,15.6,Intel,1.8,8,Nvidia,Windows 10,3.0,1920,1080,0,1,0,0,0,0,951.0,1,0,0
Acer,Notebook,15.6,Intel,2.7,12,Intel,Windows 10,2.15,1920,1080,1,1,0,0,0,0,659.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.7,8,Intel,Windows 10,1.95,1920,1080,0,1,0,0,0,0,1097.0,1,0,0
Asus,Ultrabook,15.6,Intel,2.5,8,Nvidia,Windows 10,1.7,1920,1080,0,0,1,0,0,0,977.0,1,0,0
Lenovo,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.5,1920,1080,0,1,0,0,0,0,1179.0,1,1,0
Lenovo,Notebook,15.6,Intel,2.7,8,Nvidia,No OS,2.2,1920,1080,0,0,1,0,0,0,659.01,0,1,0
Acer,Notebook,15.6,Intel,1.5,2,Intel,Chrome OS,2.19,1366,768,0,0,0,0,0,1,199.0,1,0,0
Asus,Gaming,17.3,Intel,2.8,8,Nvidia,Windows 10,3.0,1920,1080,0,0,1,0,0,0,1187.0,0,1,0
HP,Notebook,17.3,Intel,2.0,8,Intel,Windows 10,2.54,1600,900,0,0,0,0,0,1,489.0,0,1,0
Dell,Notebook,15.6,Intel,2.8,8,Nvidia,Windows 10,2.0,1920,1080,0,0,1,0,0,0,1829.0,1,0,0
Lenovo,Notebook,15.6,Intel,1.6,8,Intel,Windows 10,2.05,1920,1080,0,0,1,0,0,0,739.0,1,0,0
Lenovo,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,3.2,1920,1080,0,1,0,0,0,0,1299.0,0,1,0
Acer,Notebook,15.6,Intel,2.8,8,Nvidia,Linux,2.5,1920,1080,0,0,1,0,0,0,979.0,1,0,0
Dell,Workstation,17.3,Intel,2.9,16,Nvidia,Windows 10,3.42,1920,1080,0,0,1,0,0,0,2884.86,1,0,0
Lenovo,Notebook,15.6,AMD,2.4,6,AMD,Windows 10,2.4,1920,1080,0,0,1,0,0,0,499.0,0,1,0
Asus,Ultrabook,15.6,Intel,2.7,16,Nvidia,Windows 10,1.63,1920,1080,0,0,1,0,0,0,1468.0,1,0,0
Asus,Notebook,14.0,Intel,2.4,4,Intel,Windows 10,1.3,1366,768,0,0,0,0,0,1,509.0,1,0,0
Asus,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.9,1920,1080,0,0,1,0,0,0,2122.0,1,1,0
Lenovo,Notebook,17.3,Intel,2.5,6,Nvidia,Windows 10,2.8,1600,900,0,0,0,0,0,1,649.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.5,8,Nvidia,No OS,2.2,1366,768,0,0,0,0,0,1,549.0,0,1,0
Asus,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.5,1920,1080,0,0,1,0,0,0,1265.0,1,1,0
Lenovo,Notebook,15.6,Intel,1.1,4,Intel,No OS,2.2,1366,768,0,0,0,0,0,1,359.99,0,1,0
HP,2 in 1 Convertible,13.3,Intel,2.8,16,Intel,Windows 10,1.28,1920,1080,1,0,0,0,0,0,1975.0,1,0,0
Toshiba,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.2,1920,1080,0,1,0,0,0,0,1043.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.3,1920,1080,0,0,1,0,0,0,819.0,1,1,0
HP,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,1.86,1920,1080,0,0,1,0,0,0,469.0,0,1,0
Lenovo,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.1,1920,1080,0,1,0,0,0,0,999.0,1,0,0
Dell,Ultrabook,13.3,Intel,1.8,16,Intel,Windows 10,1.21,3840,2160,1,1,0,0,0,0,2499.0,1,0,0
MSI,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.8,1920,1080,0,1,0,0,0,0,2099.0,1,1,0
Acer,Notebook,15.6,AMD,2.2,8,AMD,Windows 10,2.23,1920,1080,0,0,1,0,0,0,469.0,1,0,0
Asus,2 in 1 Convertible,11.6,Intel,1.1,2,Intel,Windows 10,1.1,1366,768,1,0,0,0,0,0,275.0,0,0,1
Dell,Notebook,15.6,Intel,1.6,8,AMD,Windows 10,2.33,1920,1080,0,0,1,0,0,0,844.0,1,1,0
HP,2 in 1 Convertible,13.3,Intel,1.8,16,Intel,Windows 10,1.29,3840,2160,1,1,0,0,0,0,2449.0,1,0,0
Lenovo,Notebook,13.3,Intel,1.6,4,Intel,Chrome OS,1.45,1366,768,0,0,0,0,0,1,459.9,0,0,1
HP,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.95,1920,1080,0,0,1,0,0,0,980.0,1,0,0
Acer,Notebook,11.6,Intel,1.6,4,Intel,Windows 10,1.4,1366,768,0,0,0,0,0,1,485.0,0,0,1
HP,Notebook,14.0,Intel,2.7,8,Intel,Windows 10,1.48,1920,1080,0,0,1,0,0,0,1292.0,1,0,0
Lenovo,Notebook,17.3,Intel,2.5,4,Nvidia,Windows 10,2.79,1600,900,0,0,0,0,0,1,589.0,0,1,0
Asus,Notebook,14.0,Intel,2.7,8,Intel,Windows 10,2.0,1920,1080,0,0,1,0,0,0,1094.0,1,0,0
HP,Notebook,15.6,Intel,1.8,8,Intel,Windows 10,2.1,1366,768,0,1,0,0,0,0,902.0,0,1,0
Acer,Notebook,15.6,AMD,2.7,8,AMD,Windows 10,2.2,1366,768,0,0,0,0,0,1,659.0,1,0,0
Lenovo,Notebook,14.0,Intel,1.1,4,Intel,Windows 10,1.44,1366,768,0,0,0,0,0,1,292.0,0,0,1
Acer,Notebook,15.6,Intel,2.5,6,Intel,Windows 10,2.23,1366,768,0,0,0,0,0,1,549.0,0,1,0
Asus,Ultrabook,15.6,Intel,2.7,8,Nvidia,Windows 10,1.7,1920,1080,0,0,1,0,0,0,1049.9,1,0,0
HP,Ultrabook,12.5,Intel,2.7,8,Intel,Windows 10,1.26,1920,1080,0,0,1,0,0,0,1335.0,1,0,0
Dell,Notebook,15.6,Intel,2.8,32,Nvidia,Windows 10,2.06,3840,2160,1,0,0,0,0,0,2639.0,1,0,0
MSI,Gaming,17.3,Intel,2.8,8,Nvidia,Windows 10,2.7,1920,1080,0,0,1,0,0,0,1199.0,1,1,0
Toshiba,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.0,1920,1080,0,1,0,0,0,0,943.0,1,0,0
Asus,Notebook,14.0,Intel,2.7,8,Intel,Windows 10,2.0,1920,1080,0,0,1,0,0,0,1334.0,1,1,0
Lenovo,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,1.85,1920,1080,0,0,1,0,0,0,449.0,0,1,0
Asus,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.5,1920,1080,0,0,1,0,0,0,999.0,1,0,0
HP,Notebook,14.0,Intel,2.6,8,Intel,Windows 10,1.48,1920,1080,0,0,1,0,0,0,1268.0,1,0,0
Dell,Ultrabook,15.6,Intel,1.6,8,Nvidia,Windows 10,1.9,1920,1080,0,1,0,0,0,0,1049.0,1,1,0
HP,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,1.84,1920,1080,0,0,1,0,0,0,1144.0,1,0,0
Asus,Notebook,15.6,Intel,1.1,4,Intel,Linux,2.0,1366,768,0,0,0,0,0,1,274.99,0,1,0
Dell,Notebook,15.6,Intel,1.6,8,Nvidia,Windows 10,2.0,1920,1080,0,0,1,0,0,0,1142.75,1,0,0
Dell,Notebook,15.6,Intel,1.6,4,Intel,Linux,2.2,1366,768,0,0,0,0,0,1,274.9,0,1,0
Lenovo,Notebook,15.6,AMD,3.6,12,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,899.0,0,1,0
HP,Notebook,15.6,Intel,2.4,8,Nvidia,Windows 10,2.1,1920,1080,0,1,0,0,0,0,716.0,0,1,0
Lenovo,2 in 1 Convertible,13.9,Intel,1.8,16,Intel,Windows 10,1.4,3840,2160,1,1,0,0,0,0,2099.0,1,0,0
Dell,Ultrabook,13.3,Intel,1.8,8,Intel,Windows 10,1.2,1920,1080,0,0,1,0,0,0,1579.0,1,0,0
Lenovo,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.4,1920,1080,0,1,0,0,0,0,1129.0,1,1,0
HP,Notebook,14.0,Intel,1.6,2,Intel,Windows 10,1.44,1366,768,0,0,0,0,0,1,279.0,0,0,1
Dell,Ultrabook,15.6,Intel,1.9,16,Intel,Windows 10,1.88,1920,1080,0,0,1,0,0,0,1607.96,1,0,0
Asus,2 in 1 Convertible,11.6,Intel,1.1,4,Intel,Windows 10,1.5,1366,768,1,0,0,0,0,0,375.0,0,0,1
Dell,Ultrabook,15.6,Intel,1.6,8,AMD,Windows 10,1.9,1920,1080,0,0,1,0,0,0,663.0,0,1,0
Dell,Notebook,15.6,Intel,2.8,16,Nvidia,Windows 10,2.06,3840,2160,1,0,0,0,0,0,2027.42,1,0,0
HP,Notebook,15.6,Intel,2.7,8,Intel,Windows 10,1.84,1920,1080,0,0,1,0,0,0,1304.0,1,0,0
MSI,Gaming,17.3,Intel,2.8,8,Nvidia,Windows 10,2.7,1920,1080,0,0,1,0,0,0,1409.0,1,1,0
HP,Workstation,15.6,Intel,2.8,8,Nvidia,Windows 10,2.6,1920,1080,0,0,1,0,0,0,1738.27,1,0,0
Toshiba,Notebook,15.6,Intel,2.5,16,Nvidia,Windows 10,2.4,1920,1080,0,1,0,0,0,0,1403.0,1,0,0
Dell,Notebook,15.6,Intel,1.8,8,AMD,Windows 10,2.02,1920,1080,0,0,1,0,0,0,970.9,1,1,0
Lenovo,Notebook,15.6,Intel,1.1,4,Intel,No OS,2.2,1366,768,0,0,0,0,0,1,321.99,0,1,0
Dell,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.65,1920,1080,0,0,1,0,0,0,999.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.36,1366,768,1,0,0,0,0,0,557.37,0,1,0
Dell,Notebook,14.0,Intel,2.6,8,Intel,Windows 10,1.36,1920,1080,0,0,1,0,0,0,1427.0,1,0,0
HP,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,1.86,1366,768,0,0,0,0,0,1,439.0,0,1,0
Asus,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,2.0,1920,1080,0,0,1,0,0,0,945.0,1,0,0
Lenovo,Notebook,17.3,Intel,2.5,6,Nvidia,Windows 10,2.8,1600,900,0,0,0,0,0,1,719.0,1,1,0
HP,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,1.86,1920,1080,0,0,1,0,0,0,639.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.0,8,Nvidia,No OS,2.2,1366,768,0,0,0,0,0,1,499.0,1,0,0
HP,Notebook,15.6,Intel,1.6,8,Intel,Windows 10,2.04,1366,768,0,0,0,0,0,1,389.0,0,1,0
Dell,Notebook,17.3,Intel,1.6,8,AMD,Windows 10,2.8,1920,1080,0,0,1,0,0,0,1085.0,1,1,0
Lenovo,Gaming,15.6,Intel,2.5,8,Nvidia,No OS,2.4,1920,1080,0,1,0,0,0,0,809.0,1,1,0
Dell,Notebook,15.6,Intel,2.7,8,AMD,Windows 10,2.33,1920,1080,0,0,1,0,0,0,899.0,1,0,0
HP,Ultrabook,14.0,Intel,2.7,8,Intel,Windows 10,1.36,1920,1080,0,1,0,0,0,0,1750.0,1,0,0
Asus,2 in 1 Convertible,15.6,Intel,2.7,12,Nvidia,Windows 10,2.26,1920,1080,1,0,0,0,0,0,1099.0,1,1,0
Acer,Notebook,15.6,AMD,3.0,4,AMD,Windows 10,2.1,1366,768,0,0,0,0,0,1,426.0,1,0,0
Asus,Gaming,17.3,AMD,3.0,16,AMD,Windows 10,3.25,1920,1080,0,1,0,0,0,0,2199.0,1,1,0
Lenovo,Notebook,17.3,AMD,2.2,4,AMD,Windows 10,2.6,1600,900,0,0,0,0,0,1,489.0,1,0,0
Dell,2 in 1 Convertible,13.3,Intel,1.8,8,Intel,Windows 10,1.62,1920,1080,1,0,0,0,0,0,869.01,1,0,0
HP,Notebook,15.6,AMD,3.0,4,AMD,Windows 10,1.91,1920,1080,0,0,1,0,0,0,488.99,1,0,0
Lenovo,Netbook,11.6,Intel,1.1,4,Intel,Windows 10,1.59,1366,768,0,1,0,0,0,0,553.0,1,0,0
Dell,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,1.8,1366,768,0,0,0,0,0,1,309.0,0,1,0
Asus,Notebook,14.0,Intel,1.1,4,Intel,Windows 10,1.5,1366,768,0,0,0,0,0,1,286.0,0,0,1
Acer,Notebook,15.6,Intel,2.8,8,Nvidia,Linux,2.4,1920,1080,0,0,1,0,0,0,846.0,0,1,0
HP,Gaming,17.3,Intel,2.8,8,Nvidia,Windows 10,3.35,1920,1080,0,1,0,0,0,0,1191.0,1,1,0
Lenovo,Notebook,15.6,Intel,2.0,4,Intel,No OS,1.85,1920,1080,0,0,1,0,0,0,403.5,1,0,0
Asus,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.3,1920,1080,0,1,0,0,0,0,1655.0,1,1,0
Lenovo,Notebook,14.0,Intel,2.5,8,Nvidia,Windows 10,1.5,1920,1080,0,1,0,0,0,0,1099.0,1,0,0
Asus,Ultrabook,13.3,Intel,2.7,16,Intel,Windows 10,1.1,1920,1080,1,0,0,0,0,0,1748.9,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.7,8,Intel,Windows 10,1.13,2560,1440,0,1,0,0,0,0,2282.0,1,0,0
Lenovo,Notebook,13.3,Intel,2.4,4,Intel,Windows 10,1.5,1920,1080,0,1,0,0,0,0,549.0,1,0,0
Dell,Workstation,15.6,Intel,2.6,8,AMD,Windows 10,2.23,1920,1080,0,0,1,0,0,0,1369.0,0,1,0
Dell,Workstation,15.6,Intel,2.7,8,Nvidia,Windows 10,2.0,1920,1080,0,1,0,0,0,0,2135.0,1,0,0
Lenovo,2 in 1 Convertible,14.0,Intel,2.7,16,Intel,Windows 10,1.42,2560,1440,1,0,0,0,0,0,2509.0,1,0,0
Asus,Gaming,17.3,Intel,2.8,8,Nvidia,Windows 10,3.0,1920,1080,0,0,1,0,0,0,1039.0,0,1,0
Asus,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,3.0,1920,1080,0,0,1,0,0,0,1591.0,1,1,0
Acer,Notebook,15.6,Intel,1.6,12,Nvidia,Windows 10,2.2,1366,768,0,1,0,0,0,0,693.99,0,1,0
MSI,Gaming,17.3,Intel,2.8,8,Nvidia,Windows 10,2.7,1920,1080,0,0,1,0,0,0,1349.0,1,0,0
Dell,Notebook,15.6,Intel,2.7,8,AMD,Linux,2.33,1920,1080,0,0,1,0,0,0,778.87,1,0,0
HP,Ultrabook,15.6,AMD,3.0,4,AMD,Windows 10,1.91,1920,1080,0,0,1,0,0,0,499.0,1,0,0
Lenovo,Notebook,15.6,Intel,1.8,8,AMD,Windows 10,2.1,1920,1080,0,1,0,0,0,0,1229.56,1,0,0
Lenovo,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.9,1920,1080,0,1,0,0,0,0,938.0,1,0,0
Dell,Workstation,15.6,Intel,2.8,8,Nvidia,Windows 10,1.78,3840,2160,1,0,0,0,0,0,2712.0,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.7,16,Intel,Windows 10,1.13,2560,1440,0,1,0,0,0,0,2625.0,1,0,0
Lenovo,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,306.0,0,1,0
Asus,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.9,1920,1080,0,0,1,0,0,0,1529.0,1,1,0
Lenovo,Notebook,15.6,Intel,1.6,8,AMD,Windows 10,2.1,1920,1080,0,1,0,0,0,0,1144.5,1,1,0
Acer,Notebook,15.6,Intel,2.8,8,Nvidia,Linux,2.5,1920,1080,0,0,1,0,0,0,879.0,1,0,0
MSI,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.8,1920,1080,0,0,1,0,0,0,2249.0,1,1,0
Asus,Ultrabook,14.0,Intel,2.7,8,Intel,Windows 10,1.1,1920,1080,0,0,1,0,0,0,1873.0,1,0,0
Toshiba,Ultrabook,13.3,Intel,2.5,16,Intel,Windows 10,1.2,1920,1080,0,0,1,0,0,0,1747.0,1,0,0
