Company,TypeName,Inches,CPU_Company,CPU_Frequency (GHz),RAM (GB),GPU_Company,OpSys,Weight (kg),screen_x_size,screen_y_size,Touch_screen,IPS,Full_HD,4k_Ultra_HD,Quad_HD,Screen_Resolution_NA,Price,SSD,HDD,Flash_Storage
Dell,Notebook,15.6,Intel,2.6,4,Intel,Linux,1.93,1366,768,0,0,0,0,0,1,869.0,0,1,0
Asus,Gaming,17.3,Intel,2.8,8,Nvidia,Windows 10,3.0,1920,1080,0,0,1,0,0,0,1168.0,1,1,0
Dell,Notebook,15.6,Intel,2.5,4,AMD,Linux,2.18,1920,1080,0,0,1,0,0,0,569.0,1,0,0
HP,Ultrabook,15.6,Intel,2.7,8,Intel,Windows 10,1.84,1920,1080,0,0,1,0,0,0,1389.0,1,0,0
MSI,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.94,1920,1080,0,0,1,0,0,0,2267.86,1,1,0
Acer,2 in 1 Convertible,11.6,Intel,1.6,4,Intel,Chrome OS,1.25,1366,768,1,1,0,0,0,0,379.0,0,0,1
HP,Notebook,14.0,Intel,2.6,8,Intel,Windows 10,2.31,1366,768,0,0,0,0,0,1,1124.0,1,0,0
Lenovo,Notebook,14.0,Intel,2.3,8,Intel,Windows 7,1.65,1920,1080,0,0,1,0,0,0,1465.0,1,0,0
Dell,Notebook,15.6,Intel,1.6,4,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,776.0,0,1,0
Fujitsu,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,799.0,1,0,0
HP,Notebook,15.6,Intel,2.3,4,Intel,Windows 7,1.88,1366,768,0,0,0,0,0,1,932.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,899.0,0,1,0
Mediacom,Notebook,14.0,Intel,1.44,2,Intel,Windows 10,1.4,1920,1080,0,0,1,0,0,0,239.0,0,0,1
Lenovo,Notebook,15.6,Intel,2.5,4,Intel,No OS,2.2,1920,1080,0,0,1,0,0,0,468.0,1,0,0
Asus,2 in 1 Convertible,13.3,Intel,2.5,6,Intel,Windows 10,1.5,1920,1080,1,0,0,0,0,0,639.01,0,1,0
Dell,Notebook,15.6,Intel,2.8,8,Nvidia,Windows 10,2.0,1920,1080,0,0,1,0,0,0,1820.0,1,0,0
Asus,Ultrabook,14.0,Intel,2.7,16,Intel,Windows 10,1.1,1920,1080,0,0,1,0,0,0,1900.0,1,0,0
Dell,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.62,1920,1080,0,0,1,0,0,0,1479.0,1,1,0
Lenovo,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,1.8,1920,1080,0,0,1,0,0,0,829.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.0,4,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,579.0,0,1,0
Asus,Notebook,15.6,Intel,1.1,8,Intel,Windows 10,2.0,1366,768,0,0,0,0,0,1,399.0,0,1,0
Asus,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,1.99,1920,1080,0,0,1,0,0,0,906.62,0,1,0
Dell,Ultrabook,13.3,Intel,1.6,8,Intel,Windows 10,1.23,3200,1800,1,0,0,0,1,0,1869.0,1,0,0
Lenovo,Notebook,14.0,Intel,1.6,2,Intel,Windows 10,1.42,1366,768,0,0,0,0,0,1,249.0,0,0,1
Lenovo,2 in 1 Convertible,13.3,Intel,2.7,8,Intel,Windows 10,1.37,1920,1080,1,1,0,0,0,0,1757.42,1,0,0
Dell,Notebook,15.6,Intel,2.8,16,Nvidia,Windows 10,2.06,3840,2160,1,0,0,0,0,0,2399.0,1,0,0
Lenovo,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.5,1920,1080,0,1,0,0,0,0,1109.0,1,1,0
HP,Notebook,17.0,AMD,3.0,8,AMD,Windows 10,2.6,1600,900,0,0,0,0,0,1,520.9,0,1,0
Lenovo,Ultrabook,14.0,Intel,2.7,16,Intel,Windows 10,1.14,1920,1080,0,1,0,0,0,0,2450.0,1,0,0
Asus,Gaming,15.6,Intel,2.8,8,Nvidia,No OS,2.5,1920,1080,0,1,0,0,0,0,1169.0,0,1,0
Acer,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,2.4,1366,768,0,0,0,0,0,1,450.0,0,1,0
Lenovo,Notebook,14.0,Intel,1.6,4,Intel,Windows 10,1.43,1366,768,0,0,0,0,0,1,274.0,0,0,1
Acer,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.8,1920,1080,0,1,0,0,0,0,919.0,1,0,0
Razer,Gaming,14.0,Intel,2.8,16,Nvidia,Windows 10,1.95,1920,1080,0,0,1,0,0,0,2599.0,1,0,0
Toshiba,Notebook,13.3,Intel,2.3,8,Intel,Windows 10,1.2,1920,1080,0,0,1,0,0,0,1213.0,1,0,0
Lenovo,Ultrabook,12.5,Intel,2.7,8,Intel,Windows 10,1.36,1920,1080,0,1,0,0,0,0,1584.0,1,0,0
Asus,Gaming,17.3,Intel,2.7,32,Nvidia,Windows 10,3.8,1920,1080,0,1,0,0,0,0,2799.0,1,0,0
Acer,Gaming,15.6,Intel,2.5,8,Nvidia,Linux,2.4,1920,1080,0,0,1,0,0,0,709.0,0,1,0
Dell,Ultrabook,13.3,Intel,1.6,8,Intel,Windows 10,1.2,1920,1080,0,0,1,0,0,0,1449.9,1,0,0
MSI,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,1191.8,1,1,0
HP,Notebook,15.6,Intel,2.0,4,Intel,No OS,1.86,1366,768,0,0,0,0,0,1,364.9,0,1,0
Toshiba,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.0,1920,1080,0,1,0,0,0,0,1064.0,0,1,0
Dell,Notebook,15.6,Intel,1.8,8,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,919.0,1,0,0
Dell,Notebook,15.6,Intel,1.8,16,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,1135.0,1,1,0
Lenovo,Gaming,15.6,Intel,2.6,8,Nvidia,Windows 10,3.31,1920,1080,0,1,0,0,0,0,1196.0,1,1,0
Dell,Gaming,17.3,Intel,2.8,32,Nvidia,Windows 10,4.42,3840,2160,0,1,0,0,0,0,3147.37,1,1,0
Dell,Notebook,14.0,Intel,2.4,8,Intel,Windows 10,1.56,1920,1080,0,0,1,0,0,0,1229.0,1,0,0
Lenovo,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,419.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.3,4,Intel,Windows 10,2.2,1920,1080,0,0,1,0,0,0,535.0,0,1,0
HP,Notebook,15.6,Intel,2.0,6,AMD,Windows 10,2.04,1920,1080,0,0,0,0,0,1,539.0,0,1,0
MSI,Gaming,17.3,Intel,2.8,8,Nvidia,Windows 10,2.7,1920,1080,0,0,1,0,0,0,1486.77,1,1,0
Toshiba,Notebook,15.6,Intel,2.1,4,Intel,Windows 10,2.1,1366,768,0,0,0,0,0,1,498.0,1,0,0
Dell,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.06,1920,1080,0,0,1,0,0,0,955.0,0,1,0
HP,Notebook,15.6,Intel,2.7,8,AMD,Windows 10,2.1,1920,1080,0,0,1,0,0,0,745.0,0,1,0
Toshiba,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.0,1920,1080,0,1,0,0,0,0,1258.0,1,0,0
Acer,Notebook,15.6,Intel,2.0,4,Intel,Linux,2.1,1366,768,0,0,0,0,0,1,412.0,1,0,0
Microsoft,Ultrabook,13.5,Intel,2.8,8,Intel,Windows 10 S,1.252,2256,1504,1,0,0,0,0,0,1867.85,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,8,AMD,Windows 10,1.9,1920,1080,0,0,1,0,0,0,817.95,1,1,0
Lenovo,2 in 1 Convertible,13.3,Intel,2.5,8,Intel,Windows 10,1.3,1920,1080,1,1,0,0,0,0,1034.0,1,0,0
Lenovo,Notebook,15.6,AMD,2.2,4,AMD,Windows 10,2.2,1366,768,0,0,0,0,0,1,349.0,1,0,0
HP,2 in 1 Convertible,14.0,Intel,2.4,4,Nvidia,Windows 10,1.63,1920,1080,1,1,0,0,0,0,699.0,1,0,0
MSI,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.4,1920,1080,0,0,1,0,0,0,1294.0,1,1,0
Asus,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.1,1920,1080,0,0,1,0,0,0,1135.0,1,0,0
HP,2 in 1 Convertible,11.6,Intel,1.1,8,Intel,Chrome OS,1.4,1366,768,1,0,0,0,0,0,495.0,0,0,1
LG,Ultrabook,15.6,Intel,1.8,8,Intel,Windows 10,1.09,1920,1080,0,1,0,0,0,0,2299.0,1,0,0
Acer,Gaming,15.6,Intel,2.5,16,Nvidia,Windows 10,2.5,1920,1080,0,0,1,0,0,0,1299.0,1,0,0
MSI,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,997.9,1,0,0
Asus,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,1.86,1366,768,0,0,0,0,0,1,419.0,1,0,0
Dell,Gaming,15.6,Intel,2.5,16,Nvidia,Windows 10,3.21,1920,1080,0,0,1,0,0,0,2051.0,1,1,0
HP,Notebook,17.3,Intel,2.0,4,AMD,Windows 10,2.5,1920,1080,0,1,0,0,0,0,699.0,1,0,0
Lenovo,2 in 1 Convertible,13.3,Intel,1.8,8,Intel,Windows 10,1.19,1920,1080,1,1,0,0,0,0,1499.0,1,0,0
Dell,Gaming,15.6,Intel,2.9,16,Nvidia,Windows 10,3.49,1920,1080,0,0,1,0,0,0,2813.75,1,1,0
HP,Notebook,15.6,Intel,2.5,4,AMD,Windows 10,1.86,1366,768,0,0,0,0,0,1,612.61,0,1,0
Dell,Notebook,15.6,Intel,2.0,4,AMD,Windows 10,2.2,1366,768,0,0,0,0,0,1,545.67,0,1,0
HP,Notebook,17.3,AMD,2.4,6,AMD,Windows 10,2.65,1920,1080,0,1,0,0,0,0,569.0,0,1,0
Lenovo,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,2.1,1366,768,0,0,0,0,0,1,318.0,0,1,0
Acer,Notebook,14.0,Intel,1.6,4,Intel,Chrome OS,1.45,1366,768,0,0,0,0,0,1,375.0,0,0,1
Lenovo,Notebook,14.0,Intel,2.5,4,Intel,Windows 10,1.7,1920,1080,0,0,1,0,0,0,699.0,1,0,0
HP,Workstation,17.3,Intel,2.8,8,Nvidia,Windows 10,3.14,1920,1080,0,0,1,0,0,0,1907.99,0,1,0
Lenovo,2 in 1 Convertible,14.0,Intel,2.7,8,Intel,Windows 10,1.42,2560,1440,1,0,0,0,0,0,2590.0,1,0,0
Toshiba,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.5,1920,1080,0,1,0,0,0,0,973.0,1,0,0
Acer,Netbook,11.6,Intel,1.6,4,Intel,Windows 10,1.4,1366,768,0,0,0,0,0,1,269.0,0,0,1
Lenovo,2 in 1 Convertible,14.0,Intel,2.7,16,Intel,Windows 10,1.38,1920,1080,1,0,0,0,0,0,1749.0,1,0,0
Asus,2 in 1 Convertible,12.5,Intel,0.9,4,Intel,Chrome OS,1.2,1920,1080,1,0,0,0,0,0,669.0,0,0,1
Toshiba,Ultrabook,13.3,Intel,2.5,16,Intel,Windows 10,1.36,1920,1080,1,0,0,0,0,0,1877.0,1,0,0
HP,Notebook,15.6,Intel,2.7,4,AMD,Windows 10,2.1,1920,1080,0,1,0,0,0,0,689.0,0,1,0
Dell,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.56,1920,1080,0,0,1,0,0,0,819.0,0,1,0
Lenovo,Notebook,15.6,AMD,2.9,4,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,399.0,1,0,0
Lenovo,Notebook,15.6,AMD,3.6,8,AMD,Windows 10,2.2,1366,768,0,0,0,0,0,1,429.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.5,4,Intel,Windows 10,2.1,1920,1080,0,0,1,0,0,0,621.45,0,1,0
Lenovo,Notebook,15.6,Intel,2.0,4,Intel,No OS,1.9,1366,768,0,0,0,0,0,1,450.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.18,1920,1080,0,0,1,0,0,0,795.0,1,0,0
Acer,2 in 1 Convertible,13.3,Intel,1.6,8,Intel,Windows 10,1.6,1920,1080,1,1,0,0,0,0,999.0,1,0,0
Lenovo,Workstation,15.6,Intel,2.5,16,Nvidia,Windows 7,2.18,1920,1080,0,0,1,0,0,0,1855.0,1,0,0
Lenovo,Notebook,14.0,Intel,2.3,8,Intel,Windows 10,1.8,1920,1080,0,0,1,0,0,0,1191.0,1,0,0
HP,Notebook,17.3,AMD,2.5,6,AMD,Windows 10,2.71,1920,1080,0,1,0,0,0,0,655.01,0,1,0
Lenovo,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.5,1920,1080,0,1,0,0,0,0,1249.0,1,1,0
Dell,Notebook,14.0,Intel,2.8,8,Nvidia,Linux,1.64,1920,1080,0,0,1,0,0,0,1089.0,1,0,0
Dell,Notebook,15.6,Intel,2.5,8,Intel,Linux,1.98,1920,1080,0,0,1,0,0,0,726.0,0,1,0
Asus,Notebook,14.0,Intel,1.1,4,Intel,Windows 10,1.5,1920,1080,0,0,1,0,0,0,298.0,0,0,1
Dell,Notebook,15.6,Intel,2.6,16,Intel,Windows 10,1.93,1920,1080,0,0,1,0,0,0,1426.66,1,0,0
Lenovo,Notebook,14.0,Intel,2.5,8,Nvidia,Windows 10,1.87,1920,1080,0,1,0,0,0,0,857.07,1,0,0
Dell,Notebook,15.6,Intel,2.6,8,Intel,Windows 10,1.9,1920,1080,0,0,1,0,0,0,1179.0,1,0,0
Lenovo,Notebook,15.6,AMD,2.0,4,AMD,Windows 10,2.19,1366,768,0,0,0,0,0,1,298.0,0,1,0
Mediacom,Notebook,14.0,Intel,1.92,4,Intel,Windows 10,1.4,1920,1200,0,1,0,0,0,0,265.0,0,1,0
HP,Notebook,17.3,Intel,2.7,8,Nvidia,Windows 10,2.63,1920,1080,0,0,1,0,0,0,1200.0,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.17,2560,1440,0,1,0,0,1,0,1686.64,1,0,0
HP,2 in 1 Convertible,13.3,Intel,2.5,8,Intel,Windows 10,1.58,1366,768,1,1,0,0,0,0,836.6,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.32,1920,1080,0,1,0,0,0,0,1499.0,1,0,0
Dell,Gaming,17.3,Intel,2.8,32,Nvidia,Windows 10,4.36,3840,2160,0,0,0,1,0,0,3659.4,1,1,0
MSI,Gaming,17.3,Intel,2.8,8,Nvidia,Windows 10,2.7,1920,1080,0,0,1,0,0,0,1348.48,1,1,0
Lenovo,Notebook,15.6,Intel,2.5,4,Intel,No OS,1.9,1366,768,0,0,0,0,0,1,489.9,0,1,0
Dell,Notebook,15.6,Intel,1.6,8,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,719.0,1,1,0
Dell,2 in 1 Convertible,13.3,Intel,2.4,4,Intel,Windows 10,1.71,1920,1080,1,0,0,0,0,0,649.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,8,AMD,Linux,2.32,1366,768,0,0,0,0,0,1,589.52,0,1,0
HP,Notebook,15.6,AMD,3.0,4,AMD,Windows 10,2.1,1920,1080,0,0,1,0,0,0,489.0,0,1,0
Acer,Gaming,17.3,Intel,2.6,16,Nvidia,Windows 10,4.2,1920,1080,0,1,0,0,0,0,1935.0,1,1,0
Dell,Notebook,15.6,Intel,2.5,12,Intel,Windows 10,2.25,1366,768,0,0,0,0,0,1,649.0,0,1,0
HP,Notebook,15.6,AMD,3.0,6,AMD,Windows 10,2.1,1920,1080,0,0,1,0,0,0,650.0,1,1,0
Acer,Notebook,15.6,Intel,2.5,4,Intel,Windows 10,2.4,1366,768,0,0,0,0,0,1,559.0,0,1,0
Lenovo,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.44,1920,1080,0,1,0,0,0,0,960.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.7,4,Intel,Windows 10,1.85,1920,1080,0,0,1,0,0,0,779.0,0,1,0
HP,Workstation,15.6,Intel,2.8,16,Nvidia,Windows 10,2.6,1920,1080,0,0,1,0,0,0,2419.0,1,0,0
Dell,2 in 1 Convertible,13.3,Intel,1.6,8,Intel,Windows 10,1.55,1920,1080,1,0,0,0,0,0,659.0,0,1,0
MSI,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,1.8,1920,1080,0,0,1,0,0,0,2094.48,1,1,0
Acer,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,2.4,1366,768,0,0,0,0,0,1,410.8,0,1,0
Dell,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,2.0,1920,1080,0,0,1,0,0,0,1207.0,1,1,0
Dell,Notebook,15.6,Intel,2.0,8,Intel,Windows 10,2.0,1366,768,0,0,0,0,0,1,665.0,1,0,0
Toshiba,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.25,1920,1080,1,1,0,0,0,0,1535.0,1,0,0
Lenovo,2 in 1 Convertible,14.0,Intel,2.5,8,Intel,Windows 10,1.7,1920,1080,1,0,0,0,0,0,999.0,1,0,0
Lenovo,Workstation,15.6,Intel,2.8,16,Nvidia,Windows 10,2.5,3840,2160,0,1,0,0,0,0,3299.0,1,0,0
Acer,Notebook,14.0,Intel,1.6,2,Intel,Chrome OS,1.68,1366,768,0,0,0,0,0,1,330.0,0,0,1
Samsung,Ultrabook,13.3,Intel,2.7,16,Intel,Windows 10,0.81,1920,1080,0,0,1,0,0,0,1649.0,1,0,0
HP,Notebook,15.6,Intel,2.0,8,Intel,Windows 10,1.86,1920,1080,0,0,1,0,0,0,539.0,1,0,0
Dell,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.6,1366,768,0,0,0,0,0,1,1126.71,1,0,0
HP,Workstation,17.3,Intel,2.9,16,Nvidia,Windows 7,3.0,1920,1080,0,1,0,0,0,0,4389.0,1,0,0
Lenovo,Netbook,11.6,Intel,1.6,4,Intel,Windows 10,1.4,1366,768,1,0,0,0,0,0,475.0,1,0,0
HP,Notebook,15.6,Intel,2.4,8,Intel,Windows 10,1.84,1920,1080,0,0,1,0,0,0,1900.0,1,0,0
Asus,Notebook,15.6,Intel,2.3,4,Nvidia,No OS,2.45,1366,768,0,0,0,0,0,1,579.0,0,1,0
Lenovo,Ultrabook,14.0,Intel,2.3,4,Intel,Windows 10,1.7,1920,1080,0,0,1,0,0,0,1096.0,1,0,0
Asus,Notebook,15.6,Intel,2.7,4,Intel,Windows 10,2.37,1366,768,0,0,0,0,0,1,849.9,1,0,0
Lenovo,2 in 1 Convertible,13.3,Intel,1.8,8,Intel,Windows 10,1.3,3200,1800,1,1,0,0,1,0,1199.0,1,0,0
HP,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.2,1920,1080,0,1,0,0,0,0,1099.0,1,1,0
HP,Workstation,15.6,Intel,2.6,8,Nvidia,Windows 7,2.59,1920,1080,0,0,1,0,0,0,1561.0,1,0,0
Dell,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,4.42,3840,2160,0,1,0,0,0,0,2868.99,1,1,0
Acer,Notebook,15.6,Intel,2.5,4,Intel,Windows 10,2.1,1366,768,0,0,0,0,0,1,599.0,1,0,0
Lenovo,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.5,1920,1080,0,1,0,0,0,0,1048.0,1,1,0
Dell,Ultrabook,12.5,Intel,2.8,16,Intel,Windows 10,1.18,1920,1080,0,0,1,0,0,0,1859.0,1,0,0
Google,Ultrabook,12.3,Intel,1.2,8,Intel,Chrome OS,1.1,2400,1600,1,0,0,0,0,0,1559.0,1,0,0
Asus,Ultrabook,13.3,Intel,2.5,8,Intel,Windows 10,1.2,3200,1800,0,1,0,0,1,0,1129.0,1,0,0
Dell,Notebook,13.3,Intel,2.0,4,Intel,Windows 10,1.65,1366,768,0,0,0,0,0,1,849.0,0,1,0
Acer,Notebook,13.3,Intel,2.3,4,Intel,Windows 10,1.6,1366,768,0,0,0,0,0,1,655.0,1,0,0
Asus,Notebook,17.3,Intel,1.1,4,Nvidia,Windows 10,2.8,1366,768,0,0,0,0,0,1,470.34,0,1,0
Dell,Gaming,15.6,Intel,2.6,16,Nvidia,Windows 10,2.72,3840,2160,1,1,0,0,0,0,1099.0,1,1,0
Samsung,Ultrabook,13.3,Intel,2.7,8,Intel,Windows 10,1.31,1920,1080,1,0,0,0,0,0,1599.0,1,0,0
Acer,Notebook,15.6,Intel,1.1,4,Intel,Linux,2.1,1366,768,0,0,0,0,0,1,298.0,0,1,0
Dell,Notebook,15.6,Intel,2.7,16,AMD,Windows 10,2.3,1920,1080,0,0,1,0,0,0,1181.27,1,0,0
Samsung,2 in 1 Convertible,15.0,Intel,2.7,16,AMD,Windows 10,1.71,1920,1080,1,0,0,0,0,0,1799.0,1,0,0
Toshiba,Notebook,14.0,Intel,2.3,4,Intel,Windows 10,1.75,1366,768,0,1,0,0,0,0,1020.0,1,0,0
Dell,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.62,1920,1080,0,0,1,0,0,0,1099.0,0,1,0
HP,Ultrabook,12.5,Intel,2.3,4,Intel,Windows 10,1.26,1366,768,0,0,0,0,0,1,1244.0,1,0,0
Asus,2 in 1 Convertible,15.6,Intel,2.7,12,Nvidia,Windows 10,2.3,1920,1080,1,0,0,0,0,0,839.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.7,16,Nvidia,Windows 7,2.5,3840,2160,0,0,0,1,0,0,2370.0,1,0,0
Acer,Notebook,14.0,Intel,2.4,4,Intel,Windows 10,1.8,1920,1080,0,1,0,0,0,0,636.0,1,0,0
Razer,Gaming,14.0,Intel,2.8,16,Nvidia,Windows 10,1.95,1920,1080,0,0,1,0,0,0,2899.0,1,0,0
Asus,Notebook,15.6,Intel,1.1,8,Intel,Windows 10,2.0,1920,1080,0,0,0,0,0,1,581.9,1,0,0
Dell,Gaming,17.3,Intel,2.8,32,Nvidia,Windows 10,4.42,1920,1080,0,1,0,0,0,0,3588.8,1,1,0
Asus,Gaming,17.3,Intel,2.6,16,Nvidia,Windows 10,4.3,1920,1080,0,1,0,0,0,0,2350.0,1,1,0
Toshiba,Ultrabook,14.0,Intel,2.6,16,Nvidia,Windows 10,1.47,1920,1080,0,1,0,0,0,0,1764.0,1,0,0
Lenovo,Notebook,15.6,Intel,1.6,8,Intel,No OS,2.2,1366,768,0,0,0,0,0,1,329.0,0,1,0
Lenovo,Ultrabook,14.0,Intel,2.7,16,Intel,Windows 10,1.7,1920,1080,0,0,1,0,0,0,2299.0,1,0,0
MSI,Gaming,14.0,Intel,2.8,16,Nvidia,Windows 10,1.6,1920,1080,0,1,0,0,0,0,1891.0,1,1,0
MSI,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,1089.0,1,1,0
Lenovo,Gaming,15.6,Intel,2.8,4,Nvidia,Windows 10,2.4,1920,1080,0,1,0,0,0,0,999.0,0,1,0
Acer,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,4.2,1920,1080,0,1,0,0,0,0,2299.0,1,1,0
Dell,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.62,1920,1080,0,0,1,0,0,0,985.0,1,0,0
Asus,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.24,1920,1080,0,0,1,0,0,0,1339.0,1,1,0
Vero,Notebook,14.0,Intel,1.1,4,Intel,Windows 10,1.22,1920,1080,0,0,0,0,0,1,202.9,0,0,1
Lenovo,2 in 1 Convertible,13.3,Intel,2.7,8,Intel,Windows 10,1.37,1920,1080,1,1,0,0,0,0,1970.0,1,0,0
Lenovo,2 in 1 Convertible,15.6,Intel,2.5,8,AMD,Windows 10,2.08,1920,1080,1,0,0,0,0,0,959.0,1,0,0
Apple,Ultrabook,12.0,Intel,1.2,8,Intel,Mac OS X,0.92,2304,1440,0,1,0,0,0,0,1165.0,0,0,1
Lenovo,2 in 1 Convertible,14.0,Intel,2.5,8,Intel,Windows 10,1.42,2560,1440,1,1,0,0,0,0,2330.0,1,0,0
Asus,Notebook,14.0,Intel,1.1,4,Intel,Windows 10,1.63,1366,768,0,0,0,0,0,1,299.0,0,0,1
Dell,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,1.95,1366,768,0,0,0,0,0,1,810.0,1,0,0
Lenovo,2 in 1 Convertible,13.9,Intel,2.7,8,Intel,Windows 10,1.38,1920,1080,1,1,0,0,0,0,1349.0,1,0,0
Dell,Notebook,15.6,Intel,2.0,8,AMD,Windows 10,2.0,1920,1080,0,0,1,0,0,0,739.0,1,0,0
HP,Workstation,15.6,Intel,2.8,8,Nvidia,Windows 10,3.14,1920,1080,0,0,1,0,0,0,2064.9,1,0,0
Asus,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.37,1920,1080,0,0,1,0,0,0,1099.0,1,0,0
Dell,Ultrabook,13.3,Intel,2.5,8,Intel,Windows 10,1.29,1920,1080,0,0,1,0,0,0,1499.0,1,0,0
Dell,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.06,3840,2160,1,0,0,0,0,0,1749.0,1,0,0
Dell,Netbook,11.6,Intel,1.1,4,Intel,Windows 10,1.63,1366,768,0,0,0,0,0,1,744.0,1,0,0
HP,Netbook,12.5,Intel,2.6,8,Intel,Windows 10,1.26,1366,768,0,0,0,0,0,1,1389.0,1,0,0
Toshiba,Notebook,15.6,Intel,2.3,4,Intel,Windows 10,2.1,1366,768,0,0,0,0,0,1,780.0,0,1,0
HP,Notebook,15.6,AMD,2.5,8,AMD,Windows 10,2.04,1366,768,0,0,0,0,0,1,629.0,0,1,0
Dell,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.62,3840,2160,0,0,0,1,0,0,1679.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,4,Nvidia,Windows 10,2.4,1920,1080,0,0,1,0,0,0,609.0,0,1,0
HP,Gaming,17.3,Intel,2.8,12,AMD,Windows 10,3.74,1920,1080,0,1,0,0,0,0,1749.0,0,1,0
MSI,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.9,1920,1080,0,0,1,0,0,0,2415.0,1,1,0
Samsung,Ultrabook,13.3,Intel,2.5,8,Intel,Windows 10,0.81,1920,1080,0,0,1,0,0,0,1499.0,1,0,0
Dell,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,1.98,1920,1080,0,0,1,0,0,0,961.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,8,AMD,Windows 10,2.18,1920,1080,0,0,1,0,0,0,789.81,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.7,8,Intel,Windows 10,1.32,1920,1080,0,0,1,0,0,0,1859.0,1,0,0
Razer,Ultrabook,12.5,Intel,2.5,16,Intel,Windows 10,1.29,3840,2160,1,1,0,0,0,0,1799.0,1,0,0
HP,Netbook,11.6,Intel,1.6,4,Intel,Chrome OS,1.23,1366,768,0,0,0,0,0,1,385.0,0,0,1
Dell,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,4.36,1920,1080,0,1,0,0,0,0,2505.02,1,1,0
Dell,Notebook,14.0,Intel,2.3,4,Intel,Windows 10,1.76,1366,768,0,0,0,0,0,1,755.0,0,1,0
